100 10 260 3 709 43 150 96 650 66 604 69 246 59 298 35 498 45 6 75 756 29 508
101 10 243 68 646 7 706 85 34 31 488 64 628 90 72 22 191 20 572 8 275 92 453
102 10 304 92 402 2 427 99 398 84 126 53 113 33 173 58 491 30 794 76 160 81 239
103 10 235 40 522 63 613 65 782 36 472 56 627 77 547 29 778 25 327 76 509 4 280
104 10 248 73 637 4 130 27 433 76 403 45 156 93 484 30 55 48 494 36 584 65 643
105 10 197 10 193 42 190 71 466 17 98 74 520 29 346 8 733 28 235 55 189 61 210
106 10 177 33 96 39 788 44 484 75 527 1 570 88 393 11 678 15 176 46 564 2 17
107 10 297 93 599 25 777 78 511 45 232 99 306 94 183 1 784 70 696 68 97 22 668
108 10 316 66 462 60 728 39 727 55 284 90 356 100 534 7 224 62 684 86 307 68 536
109 10 255 12 461 19 564 44 440 60 111 36 433 30 753 94 142 80 784 68 335 67 557
