100 10 251 96 971 34 410 66 864 72 646 84 515 37 50 6 446 4 907 12 775 91 141
101 10 270 21 915 30 363 65 847 75 625 89 496 72 659 29 282 76 844 5 921 79 72
102 10 194 4 915 21 910 13 576 68 276 50 610 16 770 24 397 84 788 44 659 64 932
103 10 258 54 636 42 134 69 218 30 473 38 808 44 894 75 16 55 139 43 322 66 292
104 10 165 31 182 13 807 30 249 46 525 7 710 8 412 97 750 17 319 26 789 56 386
105 10 236 85 701 60 52 55 950 95 528 15 638 11 248 3 617 78 651 62 54 9 623
106 10 209 14 320 71 315 68 987 33 794 28 440 31 164 41 342 15 347 91 561 27 5
107 10 272 51 37 53 953 5 782 55 918 87 215 93 400 86 563 14 453 2 698 98 29
108 10 247 38 128 44 630 69 758 76 759 71 202 16 221 90 720 25 594 1 479 64 39
109 10 175 93 756 39 578 18 504 30 571 2 980 51 691 7 494 20 928 52 647 38 274
