100 10 228 81 57 7 91 34 184 78 32 74 43 45 98 25 37 4 119 52 100 57 62
101 10 301 37 194 69 200 86 175 46 126 73 54 33 153 62 91 43 196 74 172 79 48
102 10 277 14 23 97 190 12 52 60 63 51 16 76 39 61 44 90 46 71 135 23 143
103 10 217 89 107 48 2 97 42 49 71 14 127 70 179 2 166 21 113 17 180 27 120
104 10 238 48 2 10 108 98 100 6 168 34 180 62 174 87 109 28 83 51 76 53 116
105 10 281 55 174 94 56 39 14 20 108 46 46 79 93 47 40 100 44 57 163 25 37
106 10 201 25 50 75 133 29 157 35 5 62 150 11 35 96 118 26 161 37 185 6 82
107 10 237 15 198 80 154 50 76 45 158 38 121 46 62 70 20 47 99 29 181 55 142
108 10 249 83 117 28 78 86 5 38 22 89 96 55 103 45 86 9 194 61 53 4 151
109 10 200 25 49 12 94 69 110 44 197 43 150 90 125 18 17 54 3 22 143 24 162
